id,minute,result,X,Y,xG,player,h_a,player_id,situation,year,shotType,match_id,h_team,a_team,h_goals,a_goals,date,player_assisted,lastAction
320819,85,ShotOnPost,0.9569999694824218,0.655,0.2586280107498169,Theo Hernández,h,2547,OpenPlay,2019,LeftFoot,13125,AC Milan,Inter,0,2,2019-09-21T18:45:00Z,Ante Rebic,Pass
323573,46,BlockedShot,0.815,0.4909999847412109,0.04771560057997703,Theo Hernández,h,2547,OpenPlay,2019,LeftFoot,13143,AC Milan,Fiorentina,1,3,2019-09-29T18:45:00Z,NA,BallRecovery
324462,50,Goal,0.986999969482422,0.6029999923706054,0.06706900149583817,Theo Hernández,a,2547,SetPiece,2019,LeftFoot,13153,Genoa,AC Milan,1,2,2019-10-05T19:45:00Z,Lucas Paquetá,Pass
326614,77,SavedShot,0.865,0.69,0.0466713011264801,Theo Hernández,h,2547,OpenPlay,2019,LeftFoot,13163,AC Milan,Lecce,2,2,2019-10-20T19:45:00Z,Rade Krunic,Pass
328106,54,Goal,0.875,0.485,0.07537910342216492,Theo Hernández,a,2547,OpenPlay,2019,RightFoot,13176,Roma,AC Milan,2,1,2019-10-27T17:00:00Z,Davide Calabria,Cross
330048,47,MissedShots,0.7030000305175781,0.64,0.01273300033062696,Theo Hernández,h,2547,OpenPlay,2019,LeftFoot,13195,AC Milan,Lazio,1,2,2019-11-03T19:45:00Z,Lucas Paquetá,Pass
331659,31,MissedShots,0.78,0.67,0.01689830049872398,Theo Hernández,a,2547,FromCorner,2019,LeftFoot,13202,Juventus,AC Milan,1,0,2019-11-10T19:45:00Z,NA,None
331661,44,SavedShot,0.725,0.6969999694824218,0.01164699997752904,Theo Hernández,a,2547,OpenPlay,2019,LeftFoot,13202,Juventus,AC Milan,1,0,2019-11-10T19:45:00Z,Andrea Conti,Pass
334252,80,BlockedShot,0.794000015258789,0.77,0.01971109956502914,Theo Hernández,a,2547,OpenPlay,2019,LeftFoot,13228,Parma Calcio 1913,AC Milan,0,1,2019-12-01T14:00:00Z,Giacomo Bonaventura,Pass
334258,87,Goal,0.9130000305175782,0.625,0.3198220133781433,Theo Hernández,a,2547,OpenPlay,2019,LeftFoot,13228,Parma Calcio 1913,AC Milan,0,1,2019-12-01T14:00:00Z,NA,Rebound
336605,31,Goal,0.948000030517578,0.5220000076293946,0.6532909870147705,Theo Hernández,a,2547,OpenPlay,2019,RightFoot,13230,Bologna,AC Milan,2,3,2019-12-08T19:45:00Z,Suso,Throughball
336607,39,OwnGoal,0.04900000095367431,0.4759999847412109,0,Theo Hernández,a,2547,FromCorner,2019,OtherBodyPart,13230,Bologna,AC Milan,2,3,2019-12-08T19:45:00Z,NA,CornerAwarded
336622,94,SavedShot,0.906999969482422,0.6409999847412109,0.29373300075531006,Theo Hernández,a,2547,OpenPlay,2019,LeftFoot,13230,Bologna,AC Milan,2,3,2019-12-08T19:45:00Z,Lucas Paquetá,Pass
337551,93,SavedShot,0.8669999694824219,0.7,0.12453100085258484,Theo Hernández,h,2547,OpenPlay,2019,LeftFoot,13246,AC Milan,Sassuolo,0,0,2019-12-15T14:00:00Z,NA,TakeOn
354042,3,BlockedShot,0.794000015258789,0.7330000305175781,0.01837730035185814,Theo Hernández,h,2547,OpenPlay,2019,LeftFoot,13265,AC Milan,Sampdoria,0,0,2020-01-06T14:00:00Z,Krzysztof Piatek,BallTouch
354061,70,BlockedShot,0.8040000152587891,0.73,0.02179040014743805,Theo Hernández,h,2547,SetPiece,2019,RightFoot,13265,AC Milan,Sampdoria,0,0,2020-01-06T14:00:00Z,Ismael Bennacer,Pass
354145,16,SavedShot,0.9669999694824218,0.7119999694824218,0.04671970009803772,Theo Hernández,a,2547,OpenPlay,2019,LeftFoot,13269,Cagliari,AC Milan,0,2,2020-01-11T14:00:00Z,Hakan Calhanoglu,Pass
355086,8,MissedShots,0.8930000305175781,0.549000015258789,0.0673770010471344,Theo Hernández,h,2547,SetPiece,2019,Head,13286,AC Milan,Udinese,3,2,2020-01-19T11:30:00Z,Samu Castillejo,Cross
355091,33,MissedShots,0.7769999694824219,0.6730000305175782,0.01963100023567676,Theo Hernández,h,2547,OpenPlay,2019,LeftFoot,13286,AC Milan,Udinese,3,2,2020-01-19T11:30:00Z,NA,None
355112,70,Goal,0.7809999847412109,0.6229999923706054,0.01936610043048858,Theo Hernández,h,2547,FromCorner,2019,LeftFoot,13286,AC Milan,Udinese,3,2,2020-01-19T11:30:00Z,NA,None
355567,80,MissedShots,0.6790000152587891,0.73,0.01181850023567676,Theo Hernández,a,2547,OpenPlay,2019,LeftFoot,13289,Brescia,AC Milan,0,1,2020-01-24T19:45:00Z,Samu Castillejo,Pass
355570,85,ShotOnPost,0.8440000152587891,0.56,0.1648440062999725,Theo Hernández,a,2547,OpenPlay,2019,LeftFoot,13289,Brescia,AC Milan,0,1,2020-01-24T19:45:00Z,Zlatan Ibrahimovic,TakeOn
357198,78,BlockedShot,0.7759999847412109,0.6480000305175782,0.01792149990797043,Theo Hernández,h,2547,OpenPlay,2019,LeftFoot,13305,AC Milan,Verona,1,1,2020-02-02T14:00:00Z,NA,Rebound
357203,90,MissedShots,0.8959999847412109,0.7119999694824218,0.05098389834165573,Theo Hernández,h,2547,OpenPlay,2019,LeftFoot,13305,AC Milan,Verona,1,1,2020-02-02T14:00:00Z,Ante Rebic,Pass
357204,91,SavedShot,0.9280000305175782,0.7230000305175781,0.04305540025234222,Theo Hernández,h,2547,OpenPlay,2019,LeftFoot,13305,AC Milan,Verona,1,1,2020-02-02T14:00:00Z,NA,None
357206,94,MissedShots,0.8159999847412109,0.675,0.030237199738621712,Theo Hernández,h,2547,OpenPlay,2019,LeftFoot,13305,AC Milan,Verona,1,1,2020-02-02T14:00:00Z,NA,None
358650,21,MissedShots,0.8009999847412109,0.649000015258789,0.03048250079154968,Theo Hernández,a,2547,OpenPlay,2019,LeftFoot,13312,Inter,AC Milan,4,2,2020-02-09T19:45:00Z,NA,None
359599,22,MissedShots,0.7909999847412109,0.6890000152587891,0.02213679999113083,Theo Hernández,h,2547,OpenPlay,2019,RightFoot,13325,AC Milan,Torino,1,0,2020-02-17T19:45:00Z,Ismael Bennacer,TakeOn
359612,74,BlockedShot,0.72,0.5509999847412109,0.01902849972248077,Theo Hernández,h,2547,FromCorner,2019,LeftFoot,13325,AC Milan,Torino,1,0,2020-02-17T19:45:00Z,Zlatan Ibrahimovic,Pass
359613,77,BlockedShot,0.7519999694824219,0.5640000152587891,0.02393239922821521,Theo Hernández,h,2547,FromCorner,2019,LeftFoot,13325,AC Milan,Torino,1,0,2020-02-17T19:45:00Z,Ismael Bennacer,Pass
360113,18,BlockedShot,0.8019999694824219,0.725999984741211,0.02411719970405101,Theo Hernández,a,2547,OpenPlay,2019,LeftFoot,13332,Fiorentina,AC Milan,1,1,2020-02-22T19:45:00Z,Alessio Romagnoli,Pass
360126,67,MissedShots,0.865999984741211,0.7190000152587891,0.04451780021190643,Theo Hernández,a,2547,OpenPlay,2019,LeftFoot,13332,Fiorentina,AC Milan,1,1,2020-02-22T19:45:00Z,Ante Rebic,Pass
362140,28,MissedShots,0.94,0.7090000152587891,0.04745540022850036,Theo Hernández,h,2547,OpenPlay,2019,LeftFoot,13343,AC Milan,Genoa,1,2,2020-03-08T14:00:00Z,Ante Rebic,Pass
365931,14,MissedShots,0.9080000305175782,0.4520000076293945,0.02264030091464519,Theo Hernández,a,2547,FromCorner,2019,Head,13354,Lecce,AC Milan,1,4,2020-06-22T17:30:00Z,Hakan Calhanoglu,Aerial
365935,24,SavedShot,0.8819999694824219,0.72,0.03829880058765411,Theo Hernández,a,2547,OpenPlay,2019,LeftFoot,13354,Lecce,AC Milan,1,4,2020-06-22T17:30:00Z,Ismael Bennacer,Pass
367390,66,BlockedShot,0.75,0.5879999923706055,0.02118650078773498,Theo Hernández,h,2547,OpenPlay,2019,LeftFoot,13363,AC Milan,Roma,2,0,2020-06-28T15:15:00Z,Hakan Calhanoglu,Pass
368247,46,MissedShots,0.71,0.525,0.00992821995168924,Theo Hernández,a,2547,SetPiece,2019,LeftFoot,13375,SPAL 2013,AC Milan,2,2,2020-07-01T19:45:00Z,NA,None
368258,57,BlockedShot,0.8290000152587891,0.6370000076293946,0.03071700036525726,Theo Hernández,a,2547,FromCorner,2019,LeftFoot,13375,SPAL 2013,AC Milan,2,2,2020-07-01T19:45:00Z,NA,None
368842,67,SavedShot,0.905,0.5979999923706054,0.36206600069999695,Theo Hernández,a,2547,OpenPlay,2019,LeftFoot,13379,Lazio,AC Milan,0,3,2020-07-04T19:45:00Z,Ante Rebic,Pass
368843,79,MissedShots,0.9130000305175782,0.4909999847412109,0.5601480007171631,Theo Hernández,a,2547,OpenPlay,2019,LeftFoot,13379,Lazio,AC Milan,0,3,2020-07-04T19:45:00Z,Rade Krunic,TakeOn
371127,19,Goal,0.9669999694824218,0.5690000152587891,0.39865800738334656,Theo Hernández,a,2547,OpenPlay,2019,LeftFoot,13401,Napoli,AC Milan,2,2,2020-07-12T19:45:00Z,Ante Rebic,Chipped
371564,8,MissedShots,0.9180000305175782,0.4779999923706055,0.04106159880757332,Theo Hernández,h,2547,FromCorner,2019,Head,13416,AC Milan,Parma Calcio 1913,3,1,2020-07-15T17:30:00Z,Hakan Calhanoglu,Aerial
371567,16,MissedShots,0.909000015258789,0.46299999237060546,0.07809659838676453,Theo Hernández,h,2547,FromCorner,2019,RightFoot,13416,AC Milan,Parma Calcio 1913,3,1,2020-07-15T17:30:00Z,Lucas Biglia,Cross
371581,44,SavedShot,0.9540000152587892,0.635,0.32318899035453796,Theo Hernández,h,2547,OpenPlay,2019,LeftFoot,13416,AC Milan,Parma Calcio 1913,3,1,2020-07-15T17:30:00Z,Franck Kessié,Throughball
372395,6,SavedShot,0.9290000152587892,0.6759999847412109,0.2566460072994232,Theo Hernández,h,2547,OpenPlay,2019,LeftFoot,13424,AC Milan,Bologna,5,1,2020-07-18T19:45:00Z,Ante Rebic,Pass
372413,63,MissedShots,0.789000015258789,0.6229999923706054,0.03819070011377334,Theo Hernández,h,2547,OpenPlay,2019,LeftFoot,13424,AC Milan,Bologna,5,1,2020-07-18T19:45:00Z,NA,BallRecovery
372418,71,MissedShots,0.960999984741211,0.5879999923706055,0.3052990138530731,Theo Hernández,h,2547,FromCorner,2019,LeftFoot,13424,AC Milan,Bologna,5,1,2020-07-18T19:45:00Z,Ante Rebic,Cross
372417,71,MissedShots,0.921999969482422,0.5120000076293946,0.1056009978055954,Theo Hernández,h,2547,FromCorner,2019,Head,13424,AC Milan,Bologna,5,1,2020-07-18T19:45:00Z,Ismael Bennacer,Cross
374152,7,SavedShot,0.916999969482422,0.5890000152587891,0.424576997756958,Theo Hernández,a,2547,OpenPlay,2019,RightFoot,13456,Sampdoria,AC Milan,1,4,2020-07-29T17:30:00Z,Ante Rebic,Pass
374424,2,MissedShots,0.9130000305175782,0.5109999847412109,0.05553929880261421,Theo Hernández,h,2547,FromCorner,2019,OtherBodyPart,13464,AC Milan,Cagliari,3,0,2020-08-01T18:45:00Z,Hakan Calhanoglu,Cross
374442,72,BlockedShot,0.7169999694824218,0.5159999847412109,0.01876880042254924,Theo Hernández,h,2547,OpenPlay,2019,LeftFoot,13464,AC Milan,Cagliari,3,0,2020-08-01T18:45:00Z,Giacomo Bonaventura,Pass
